model,status,test_c_index,cv_c_index_mean,cv_c_index_std,Model,C-index,Integrated Brier Score,N_test
Weibull AFT,"
               Fitting did not converge. Try the following:

               0. Are there any lifelines warnings outputted during the `fit`?
               1. Inspect your DataFrame: does everything look as expected?
               2. Try scaling your duration vector down, i.e. `df[duration_col] = df[duration_col]/100`
               3. Is there high-collinearity in the dataset? Try using the variance inflation factor (VIF) to find redundant variables.
               4. Try using an alternate minimizer: ``fitter._scipy_fit_method = ""SLSQP""``.
               5. Trying adding a small penalizer (or changing it, if already present). Example: `WeibullAFTFitter(penalizer=0.01).fit(...)`.
               6. Are there any extreme outliers? Try modeling them or dropping them to see if it helps convergence.

               minimum_results= message: Iteration limit reached
success: False
 status: 9
    fun: 28.227600027127245
      x: [ 3.984e-01  3.198e-01 ... -9.534e-01 -2.674e+00]
    nit: 200
    jac: [-2.884e-02  5.602e-01 ... -7.039e+00  1.564e+01]
   nfev: 340
   njev: 200
",,,,,,,
Cox PH,delta contains nan value(s). Convergence halted. Please see the following tips in the lifelines documentation: https://lifelines.readthedocs.io/en/latest/Examples.html#problems-with-convergence-in-the-cox-proportional-hazard-model,,,,,,,
Random Survival Forest,OK,0.7624472377043445,0.7704782503251819,0.013590296265222743,,,,
,,,,,Random Survival Forest,0.7624,0.1223,297.0
